
----- New Logging Session Started -----
Timestamp,Level,Task,Message

----- New Logging Session Started -----
Timestamp,Level,Task,Message

----- New Logging Session Started -----
Timestamp,Level,Task,Message

----- New Logging Session Started -----
Timestamp,Level,Task,Message
1073,ERROR,loopTask,SYSTEM RESTART DETECTED - this message should appear only once after power-up
81833,ERROR,GNSSTask,GNSS checkUblox time, 2
81833,ERROR,GNSSTask,GNSSTask time, 2
81876,ERROR,ControlTask,ControlTask time, 0
81879,ERROR,NavTask,NavigationTask time, 0
81886,ERROR,GGATask,GGATask time, 6
81933,ERROR,GNSSTask,GNSS checkUblox time, 2
81933,ERROR,GNSSTask,GNSSTask time, 2
81976,ERROR,ControlTask,ControlTask time, 0
81979,ERROR,NavTask,NavigationTask time, 0
82033,ERROR,GNSSTask,GNSS checkUblox time, 2
82033,ERROR,GNSSTask,GNSSTask time, 2
82076,ERROR,ControlTask,ControlTask time, 0
82079,ERROR,NavTask,NavigationTask time, 0
82133,ERROR,GNSSTask,GNSS checkUblox time, 2
82133,ERROR,GNSSTask,GNSSTask time, 2
82176,ERROR,ControlTask,ControlTask time, 0
82179,ERROR,NavTask,NavigationTask time, 0
82233,ERROR,GNSSTask,GNSS checkUblox time, 2
82233,ERROR,GNSSTask,GNSSTask time, 2
82276,ERROR,ControlTask,ControlTask time, 0
82279,ERROR,NavTask,NavigationTask time, 0
82333,ERROR,GNSSTask,GNSS checkUblox time, 2
82333,ERROR,GNSSTask,GNSSTask time, 2
82376,ERROR,ControlTask,ControlTask time, 0
82379,ERROR,NavTask,NavigationTask time, 0
82433,ERROR,GNSSTask,GNSS checkUblox time, 2
82433,ERROR,GNSSTask,GNSSTask time, 2
82476,ERROR,ControlTask,ControlTask time, 0
82479,ERROR,NavTask,NavigationTask time, 0
82533,ERROR,GNSSTask,GNSS checkUblox time, 2
82533,ERROR,GNSSTask,GNSSTask time, 2
82576,ERROR,ControlTask,ControlTask time, 0
82579,ERROR,NavTask,NavigationTask time, 0
82651,ERROR,GNSSTask,pushRawData time, 20
82652,ERROR,GNSSTask,GNSS checkUblox time, 1
82652,ERROR,GNSSTask,GNSSTask time, 21
82676,ERROR,ControlTask,ControlTask time, 0
82679,ERROR,NavTask,NavigationTask time, 0
82733,ERROR,GNSSTask,GNSS checkUblox time, 2
82733,ERROR,GNSSTask,GNSSTask time, 2
82776,ERROR,ControlTask,ControlTask time, 0
82779,ERROR,NavTask,NavigationTask time, 0
82833,ERROR,GNSSTask,GNSS checkUblox time, 2
82833,ERROR,GNSSTask,GNSSTask time, 2
82876,ERROR,ControlTask,ControlTask time, 0
82879,ERROR,NavTask,NavigationTask time, 0
82886,ERROR,GGATask,GGATask time, 6
82933,ERROR,GNSSTask,GNSS checkUblox time, 2
82933,ERROR,GNSSTask,GNSSTask time, 2
82976,ERROR,ControlTask,ControlTask time, 0
82979,ERROR,NavTask,NavigationTask time, 0
83033,ERROR,GNSSTask,GNSS checkUblox time, 2
83033,ERROR,GNSSTask,GNSSTask time, 2
83076,ERROR,ControlTask,ControlTask time, 0
83079,ERROR,NavTask,NavigationTask time, 0
83133,ERROR,GNSSTask,GNSS checkCallbacks time, 1
83133,ERROR,GNSSTask,GNSS checkUblox time, 2
83134,ERROR,GNSSTask,GNSSTask time, 3
83176,ERROR,ControlTask,ControlTask time, 0
83179,ERROR,NavTask,NavigationTask time, 0
83233,ERROR,GNSSTask,GNSS checkUblox time, 2
83233,ERROR,GNSSTask,GNSSTask time, 2
83276,ERROR,ControlTask,ControlTask time, 0
83279,ERROR,NavTask,NavigationTask time, 0
83333,ERROR,GNSSTask,GNSS checkUblox time, 2
83333,ERROR,GNSSTask,GNSSTask time, 2
83376,ERROR,ControlTask,ControlTask time, 0
83379,ERROR,NavTask,NavigationTask time, 0
83433,ERROR,GNSSTask,GNSS checkUblox time, 2
83433,ERROR,GNSSTask,GNSSTask time, 2
83476,ERROR,ControlTask,ControlTask time, 0
83479,ERROR,NavTask,NavigationTask time, 0
83533,ERROR,GNSSTask,GNSS checkUblox time, 2
83533,ERROR,GNSSTask,GNSSTask time, 2
83576,ERROR,ControlTask,ControlTask time, 0
83579,ERROR,NavTask,NavigationTask time, 0
83633,ERROR,GNSSTask,GNSS checkUblox time, 2
83633,ERROR,GNSSTask,GNSSTask time, 2
83676,ERROR,ControlTask,ControlTask time, 0
83679,ERROR,NavTask,NavigationTask time, 0
83755,ERROR,GNSSTask,pushRawData time, 24
83756,ERROR,GNSSTask,GNSS checkUblox time, 1
83756,ERROR,GNSSTask,GNSSTask time, 25
83776,ERROR,ControlTask,ControlTask time, 0
83779,ERROR,NavTask,NavigationTask time, 0
83833,ERROR,GNSSTask,GNSS checkUblox time, 2
83833,ERROR,GNSSTask,GNSSTask time, 2
83876,ERROR,ControlTask,ControlTask time, 0
83879,ERROR,NavTask,NavigationTask time, 0
83886,ERROR,GGATask,GGATask time, 6
83933,ERROR,GNSSTask,GNSS checkUblox time, 2
83933,ERROR,GNSSTask,GNSSTask time, 2
83976,ERROR,ControlTask,ControlTask time, 0
83979,ERROR,NavTask,NavigationTask time, 0
84033,ERROR,GNSSTask,GNSS checkUblox time, 2
84033,ERROR,GNSSTask,GNSSTask time, 2
84076,ERROR,ControlTask,ControlTask time, 0
84079,ERROR,NavTask,NavigationTask time, 0
84133,ERROR,GNSSTask,GNSS checkUblox time, 2
84133,ERROR,GNSSTask,GNSSTask time, 2
84176,ERROR,ControlTask,ControlTask time, 0
84179,ERROR,NavTask,NavigationTask time, 0
84233,ERROR,GNSSTask,GNSS checkUblox time, 2
84233,ERROR,GNSSTask,GNSSTask time, 2
84276,ERROR,ControlTask,ControlTask time, 0
84279,ERROR,NavTask,NavigationTask time, 0
84333,ERROR,GNSSTask,GNSS checkUblox time, 2
84333,ERROR,GNSSTask,GNSSTask time, 2
84376,ERROR,ControlTask,ControlTask time, 0
84379,ERROR,NavTask,NavigationTask time, 0
84433,ERROR,GNSSTask,GNSS checkUblox time, 2
84433,ERROR,GNSSTask,GNSSTask time, 2
84476,ERROR,ControlTask,ControlTask time, 0
84479,ERROR,NavTask,NavigationTask time, 0
84533,ERROR,GNSSTask,GNSS checkUblox time, 2
84533,ERROR,GNSSTask,GNSSTask time, 2
84576,ERROR,ControlTask,ControlTask time, 0
84579,ERROR,NavTask,NavigationTask time, 0
84633,ERROR,GNSSTask,GNSS checkUblox time, 2
84633,ERROR,GNSSTask,GNSSTask time, 2
84676,ERROR,ControlTask,ControlTask time, 0
84679,ERROR,NavTask,NavigationTask time, 0
84733,ERROR,GNSSTask,GNSS checkCallbacks time, 1
84733,ERROR,GNSSTask,GNSS checkUblox time, 2
84734,ERROR,GNSSTask,GNSSTask time, 3
84776,ERROR,ControlTask,ControlTask time, 0
84779,ERROR,NavTask,NavigationTask time, 0
84833,ERROR,GNSSTask,GNSS checkUblox time, 2
84833,ERROR,GNSSTask,GNSSTask time, 2
84876,ERROR,ControlTask,ControlTask time, 0
84879,ERROR,NavTask,NavigationTask time, 0
84886,ERROR,GGATask,GGATask time, 6
84951,ERROR,GNSSTask,pushRawData time, 20
84953,ERROR,GNSSTask,GNSSTask time, 22
84976,ERROR,ControlTask,ControlTask time, 0
84979,ERROR,NavTask,NavigationTask time, 0
85033,ERROR,GNSSTask,GNSS checkUblox time, 2
85033,ERROR,GNSSTask,GNSSTask time, 2
85076,ERROR,ControlTask,ControlTask time, 0
85079,ERROR,NavTask,NavigationTask time, 0
85133,ERROR,GNSSTask,GNSS checkUblox time, 2
85133,ERROR,GNSSTask,GNSSTask time, 2
85176,ERROR,ControlTask,ControlTask time, 0
85179,ERROR,NavTask,NavigationTask time, 0
85233,ERROR,GNSSTask,GNSS checkUblox time, 2
85233,ERROR,GNSSTask,GNSSTask time, 2
85276,ERROR,ControlTask,ControlTask time, 0
85279,ERROR,NavTask,NavigationTask time, 0
85333,ERROR,GNSSTask,GNSS checkUblox time, 2
85333,ERROR,GNSSTask,GNSSTask time, 2
85376,ERROR,ControlTask,ControlTask time, 0
85379,ERROR,NavTask,NavigationTask time, 0
85433,ERROR,GNSSTask,GNSS checkUblox time, 2
85433,ERROR,GNSSTask,GNSSTask time, 2
85476,ERROR,ControlTask,ControlTask time, 0
85479,ERROR,NavTask,NavigationTask time, 0
85533,ERROR,GNSSTask,GNSS checkUblox time, 2
85533,ERROR,GNSSTask,GNSSTask time, 2
85576,ERROR,ControlTask,ControlTask time, 0
85579,ERROR,NavTask,NavigationTask time, 0
85633,ERROR,GNSSTask,GNSS checkUblox time, 2
85633,ERROR,GNSSTask,GNSSTask time, 2
85676,ERROR,ControlTask,ControlTask time, 0
85679,ERROR,NavTask,NavigationTask time, 0
85733,ERROR,GNSSTask,GNSS checkUblox time, 2
85733,ERROR,GNSSTask,GNSSTask time, 2
85776,ERROR,ControlTask,ControlTask time, 0
85779,ERROR,NavTask,NavigationTask time, 0
85833,ERROR,GNSSTask,GNSS checkUblox time, 2
85833,ERROR,GNSSTask,GNSSTask time, 2
85876,ERROR,ControlTask,ControlTask time, 0
85879,ERROR,NavTask,NavigationTask time, 0
85886,ERROR,GGATask,GGATask time, 6
85952,ERROR,GNSSTask,pushRawData time, 21
85953,ERROR,GNSSTask,GNSS checkUblox time, 1
85953,ERROR,GNSSTask,GNSSTask time, 22
85976,ERROR,ControlTask,ControlTask time, 0
85979,ERROR,NavTask,NavigationTask time, 0
86033,ERROR,GNSSTask,GNSS checkCallbacks time, 1
86033,ERROR,GNSSTask,GNSS checkUblox time, 2
86034,ERROR,GNSSTask,GNSSTask time, 3
86076,ERROR,ControlTask,ControlTask time, 0
86079,ERROR,NavTask,NavigationTask time, 0
86133,ERROR,GNSSTask,GNSS checkUblox time, 2
86133,ERROR,GNSSTask,GNSSTask time, 2
86176,ERROR,ControlTask,ControlTask time, 0
86179,ERROR,NavTask,NavigationTask time, 0
86233,ERROR,GNSSTask,GNSS checkUblox time, 2
86233,ERROR,GNSSTask,GNSSTask time, 2
86276,ERROR,ControlTask,ControlTask time, 0
86279,ERROR,NavTask,NavigationTask time, 0
86333,ERROR,GNSSTask,GNSS checkUblox time, 2
86333,ERROR,GNSSTask,GNSSTask time, 2
86376,ERROR,ControlTask,ControlTask time, 0
86379,ERROR,NavTask,NavigationTask time, 0
86433,ERROR,GNSSTask,GNSS checkUblox time, 2
86433,ERROR,GNSSTask,GNSSTask time, 2
86476,ERROR,ControlTask,ControlTask time, 0
86479,ERROR,NavTask,NavigationTask time, 0
86533,ERROR,GNSSTask,GNSS checkUblox time, 2
86533,ERROR,GNSSTask,GNSSTask time, 2
86576,ERROR,ControlTask,ControlTask time, 0
86579,ERROR,NavTask,NavigationTask time, 0
86633,ERROR,GNSSTask,GNSS checkUblox time, 2
86633,ERROR,GNSSTask,GNSSTask time, 2
86676,ERROR,ControlTask,ControlTask time, 0
86679,ERROR,NavTask,NavigationTask time, 0
86752,ERROR,GNSSTask,pushRawData time, 21
86753,ERROR,GNSSTask,GNSS checkUblox time, 1
86754,ERROR,GNSSTask,GNSSTask time, 23
86776,ERROR,ControlTask,ControlTask time, 0
86779,ERROR,NavTask,NavigationTask time, 0
86833,ERROR,GNSSTask,GNSS checkUblox time, 2
86833,ERROR,GNSSTask,GNSSTask time, 2
86876,ERROR,ControlTask,ControlTask time, 0
86879,ERROR,NavTask,NavigationTask time, 0
86886,ERROR,GGATask,GGATask time, 6
86933,ERROR,GNSSTask,GNSS checkUblox time, 2
86933,ERROR,GNSSTask,GNSSTask time, 2
86976,ERROR,ControlTask,ControlTask time, 0
86979,ERROR,NavTask,NavigationTask time, 0
87033,ERROR,GNSSTask,GNSS checkUblox time, 2
87033,ERROR,GNSSTask,GNSSTask time, 2
87076,ERROR,ControlTask,ControlTask time, 0
87079,ERROR,NavTask,NavigationTask time, 0
87133,ERROR,GNSSTask,GNSS checkUblox time, 2
87133,ERROR,GNSSTask,GNSSTask time, 2
87176,ERROR,ControlTask,ControlTask time, 0
87179,ERROR,NavTask,NavigationTask time, 0
87233,ERROR,GNSSTask,GNSS checkUblox time, 2
87233,ERROR,GNSSTask,GNSSTask time, 2
87276,ERROR,ControlTask,ControlTask time, 0
87279,ERROR,NavTask,NavigationTask time, 0
87333,ERROR,GNSSTask,GNSS checkUblox time, 2
87333,ERROR,GNSSTask,GNSSTask time, 2
87376,ERROR,ControlTask,ControlTask time, 0
87379,ERROR,NavTask,NavigationTask time, 0
87433,ERROR,GNSSTask,GNSS checkUblox time, 2
87433,ERROR,GNSSTask,GNSSTask time, 2
87476,ERROR,ControlTask,ControlTask time, 0
87479,ERROR,NavTask,NavigationTask time, 0
87533,ERROR,GNSSTask,GNSS checkUblox time, 2
87533,ERROR,GNSSTask,GNSSTask time, 2
87576,ERROR,ControlTask,ControlTask time, 0
87579,ERROR,NavTask,NavigationTask time, 0
87653,ERROR,GNSSTask,pushRawData time, 22
87654,ERROR,GNSSTask,GNSS checkUblox time, 1
87654,ERROR,GNSSTask,GNSSTask time, 23
87676,ERROR,ControlTask,ControlTask time, 0
87679,ERROR,NavTask,NavigationTask time, 0
87733,ERROR,GNSSTask,GNSS checkUblox time, 2
87733,ERROR,GNSSTask,GNSSTask time, 2
87776,ERROR,ControlTask,ControlTask time, 0
87779,ERROR,NavTask,NavigationTask time, 0
87833,ERROR,GNSSTask,GNSS checkUblox time, 2
87833,ERROR,GNSSTask,GNSSTask time, 2
87876,ERROR,ControlTask,ControlTask time, 0
87879,ERROR,NavTask,NavigationTask time, 0
87886,ERROR,GGATask,GGATask time, 6
87933,ERROR,GNSSTask,GNSS checkUblox time, 2
87933,ERROR,GNSSTask,GNSSTask time, 2
87976,ERROR,ControlTask,ControlTask time, 0
87979,ERROR,NavTask,NavigationTask time, 0
88033,ERROR,GNSSTask,GNSS checkUblox time, 2
88033,ERROR,GNSSTask,GNSSTask time, 2
88076,ERROR,ControlTask,ControlTask time, 0
88079,ERROR,NavTask,NavigationTask time, 0
88133,ERROR,GNSSTask,GNSS checkUblox time, 2
88133,ERROR,GNSSTask,GNSSTask time, 2
88176,ERROR,ControlTask,ControlTask time, 0
88179,ERROR,NavTask,NavigationTask time, 0
88233,ERROR,GNSSTask,GNSS checkUblox time, 2
88233,ERROR,GNSSTask,GNSSTask time, 2
88276,ERROR,ControlTask,ControlTask time, 0
88279,ERROR,NavTask,NavigationTask time, 0
88333,ERROR,GNSSTask,GNSS checkUblox time, 2
88333,ERROR,GNSSTask,GNSSTask time, 2
88376,ERROR,ControlTask,ControlTask time, 0
88379,ERROR,NavTask,NavigationTask time, 0
88433,ERROR,GNSSTask,GNSS checkUblox time, 2
88433,ERROR,GNSSTask,GNSSTask time, 2
88476,ERROR,ControlTask,ControlTask time, 0
88479,ERROR,NavTask,NavigationTask time, 0
88533,ERROR,GNSSTask,GNSS checkUblox time, 2
88533,ERROR,GNSSTask,GNSSTask time, 2
88576,ERROR,ControlTask,ControlTask time, 0
88579,ERROR,NavTask,NavigationTask time, 0
88633,ERROR,GNSSTask,GNSS checkUblox time, 2
88633,ERROR,GNSSTask,GNSSTask time, 2
88676,ERROR,ControlTask,ControlTask time, 0
88679,ERROR,NavTask,NavigationTask time, 0
88776,ERROR,ControlTask,ControlTask time, 0
88820,ERROR,GNSSTask,pushRawData time, 89
88821,ERROR,GNSSTask,GNSS checkUblox time, 1
88821,ERROR,GNSSTask,GNSSTask time, 90
88798,ERROR,NavTask,NavigationTask time, 0
88832,ERROR,GNSSTask,GNSS checkUblox time, 1
88832,ERROR,GNSSTask,GNSSTask time, 1
88876,ERROR,ControlTask,ControlTask time, 0
88879,ERROR,NavTask,NavigationTask time, 0
88886,ERROR,GGATask,GGATask time, 6
88933,ERROR,GNSSTask,GNSS checkUblox time, 2
88933,ERROR,GNSSTask,GNSSTask time, 2
88976,ERROR,ControlTask,ControlTask time, 0
88979,ERROR,NavTask,NavigationTask time, 0
89033,ERROR,GNSSTask,GNSS checkUblox time, 2
89033,ERROR,GNSSTask,GNSSTask time, 2
89076,ERROR,ControlTask,ControlTask time, 0
89079,ERROR,NavTask,NavigationTask time, 0
89133,ERROR,GNSSTask,GNSS checkUblox time, 2
89133,ERROR,GNSSTask,GNSSTask time, 2
89176,ERROR,ControlTask,ControlTask time, 0
89179,ERROR,NavTask,NavigationTask time, 0
89233,ERROR,GNSSTask,GNSS checkUblox time, 2
89233,ERROR,GNSSTask,GNSSTask time, 2
89276,ERROR,ControlTask,ControlTask time, 0
89279,ERROR,NavTask,NavigationTask time, 0
89333,ERROR,GNSSTask,GNSS checkUblox time, 2
89333,ERROR,GNSSTask,GNSSTask time, 2
89376,ERROR,ControlTask,ControlTask time, 0
89379,ERROR,NavTask,NavigationTask time, 0
89433,ERROR,GNSSTask,GNSS checkUblox time, 2
89433,ERROR,GNSSTask,GNSSTask time, 2
89476,ERROR,ControlTask,ControlTask time, 0
89479,ERROR,NavTask,NavigationTask time, 0
89533,ERROR,GNSSTask,GNSS checkUblox time, 2
89533,ERROR,GNSSTask,GNSSTask time, 2
89576,ERROR,ControlTask,ControlTask time, 0
89579,ERROR,NavTask,NavigationTask time, 0
89633,ERROR,GNSSTask,GNSS checkUblox time, 2
89633,ERROR,GNSSTask,GNSSTask time, 2
89676,ERROR,ControlTask,ControlTask time, 0
89679,ERROR,NavTask,NavigationTask time, 0
89762,ERROR,GNSSTask,pushRawData time, 31
89763,ERROR,GNSSTask,GNSS checkUblox time, 1
89763,ERROR,GNSSTask,GNSSTask time, 32
89776,ERROR,ControlTask,ControlTask time, 0
89779,ERROR,NavTask,NavigationTask time, 0
89841,ERROR,GNSSTask,pushRawData time, 10
89843,ERROR,GNSSTask,GNSSTask time, 12
89876,ERROR,ControlTask,ControlTask time, 0
89879,ERROR,NavTask,NavigationTask time, 0
89886,ERROR,GGATask,GGATask time, 6
89933,ERROR,GNSSTask,GNSS checkUblox time, 2
89933,ERROR,GNSSTask,GNSSTask time, 2
89976,ERROR,ControlTask,ControlTask time, 0
89979,ERROR,NavTask,NavigationTask time, 0
90033,ERROR,GNSSTask,GNSS checkUblox time, 2
90033,ERROR,GNSSTask,GNSSTask time, 2
90076,ERROR,ControlTask,ControlTask time, 0
90079,ERROR,NavTask,NavigationTask time, 0
90133,ERROR,GNSSTask,GNSS checkUblox time, 2
90133,ERROR,GNSSTask,GNSSTask time, 2
90176,ERROR,ControlTask,ControlTask time, 0
90179,ERROR,NavTask,NavigationTask time, 0
90233,ERROR,GNSSTask,GNSS checkUblox time, 2
90233,ERROR,GNSSTask,GNSSTask time, 2
90276,ERROR,ControlTask,ControlTask time, 0
90279,ERROR,NavTask,NavigationTask time, 0
90333,ERROR,GNSSTask,GNSS checkUblox time, 2
90333,ERROR,GNSSTask,GNSSTask time, 2
90376,ERROR,ControlTask,ControlTask time, 0
90379,ERROR,NavTask,NavigationTask time, 0
90433,ERROR,GNSSTask,GNSS checkUblox time, 2
90433,ERROR,GNSSTask,GNSSTask time, 2
90476,ERROR,ControlTask,ControlTask time, 0
90479,ERROR,NavTask,NavigationTask time, 0
90533,ERROR,GNSSTask,GNSS checkUblox time, 2
90533,ERROR,GNSSTask,GNSSTask time, 2
90576,ERROR,ControlTask,ControlTask time, 0
90579,ERROR,NavTask,NavigationTask time, 0
90633,ERROR,GNSSTask,GNSS checkUblox time, 2
90633,ERROR,GNSSTask,GNSSTask time, 2
90676,ERROR,ControlTask,ControlTask time, 0
90679,ERROR,NavTask,NavigationTask time, 0
90750,ERROR,GNSSTask,pushRawData time, 19
90751,ERROR,GNSSTask,GNSS checkUblox time, 1
90751,ERROR,GNSSTask,GNSSTask time, 20
90776,ERROR,ControlTask,ControlTask time, 0
90779,ERROR,NavTask,NavigationTask time, 0
90833,ERROR,GNSSTask,GNSS checkCallbacks time, 1
90833,ERROR,GNSSTask,GNSS checkUblox time, 2
90834,ERROR,GNSSTask,GNSSTask time, 3
90876,ERROR,ControlTask,ControlTask time, 0
90879,ERROR,NavTask,NavigationTask time, 0
90886,ERROR,GGATask,GGATask time, 6
90933,ERROR,GNSSTask,GNSS checkUblox time, 2
90933,ERROR,GNSSTask,GNSSTask time, 2
90976,ERROR,ControlTask,ControlTask time, 0
90979,ERROR,NavTask,NavigationTask time, 0
91033,ERROR,GNSSTask,GNSS checkUblox time, 2
91033,ERROR,GNSSTask,GNSSTask time, 2
91076,ERROR,ControlTask,ControlTask time, 0
91079,ERROR,NavTask,NavigationTask time, 0
91133,ERROR,GNSSTask,GNSS checkUblox time, 2
91133,ERROR,GNSSTask,GNSSTask time, 2
91176,ERROR,ControlTask,ControlTask time, 0
91179,ERROR,NavTask,NavigationTask time, 0
91233,ERROR,GNSSTask,GNSS checkUblox time, 2
91233,ERROR,GNSSTask,GNSSTask time, 2
91276,ERROR,ControlTask,ControlTask time, 0
91279,ERROR,NavTask,NavigationTask time, 0
91333,ERROR,GNSSTask,GNSS checkUblox time, 2
91333,ERROR,GNSSTask,GNSSTask time, 2
91376,ERROR,ControlTask,ControlTask time, 0
91379,ERROR,NavTask,NavigationTask time, 0
91433,ERROR,GNSSTask,GNSS checkUblox time, 2
91433,ERROR,GNSSTask,GNSSTask time, 2
91476,ERROR,ControlTask,ControlTask time, 0
91479,ERROR,NavTask,NavigationTask time, 0
91533,ERROR,GNSSTask,GNSS checkUblox time, 2
91533,ERROR,GNSSTask,GNSSTask time, 2
91576,ERROR,ControlTask,ControlTask time, 0
91579,ERROR,NavTask,NavigationTask time, 0
91633,ERROR,GNSSTask,GNSS checkUblox time, 2
91633,ERROR,GNSSTask,GNSSTask time, 2
91676,ERROR,ControlTask,ControlTask time, 0
91679,ERROR,NavTask,NavigationTask time, 0
91754,ERROR,GNSSTask,pushRawData time, 23
91756,ERROR,GNSSTask,GNSSTask time, 25
91776,ERROR,ControlTask,ControlTask time, 0
91779,ERROR,NavTask,NavigationTask time, 0
91833,ERROR,GNSSTask,GNSS checkUblox time, 2
91833,ERROR,GNSSTask,GNSSTask time, 2
91876,ERROR,ControlTask,ControlTask time, 0
91879,ERROR,NavTask,NavigationTask time, 0
91886,ERROR,GGATask,GGATask time, 6
91933,ERROR,GNSSTask,GNSS checkUblox time, 2
91933,ERROR,GNSSTask,GNSSTask time, 2
91976,ERROR,ControlTask,ControlTask time, 0
91979,ERROR,NavTask,NavigationTask time, 0
92033,ERROR,GNSSTask,GNSS checkUblox time, 2
92033,ERROR,GNSSTask,GNSSTask time, 2
92076,ERROR,ControlTask,ControlTask time, 0
92079,ERROR,NavTask,NavigationTask time, 0
92133,ERROR,GNSSTask,GNSS checkUblox time, 2
92133,ERROR,GNSSTask,GNSSTask time, 2
92176,ERROR,ControlTask,ControlTask time, 0
92179,ERROR,NavTask,NavigationTask time, 0
92233,ERROR,GNSSTask,GNSS checkUblox time, 2
92233,ERROR,GNSSTask,GNSSTask time, 2
92276,ERROR,ControlTask,ControlTask time, 0
92279,ERROR,NavTask,NavigationTask time, 0
92333,ERROR,GNSSTask,GNSS checkUblox time, 2
92333,ERROR,GNSSTask,GNSSTask time, 2
92376,ERROR,ControlTask,ControlTask time, 0
92379,ERROR,NavTask,NavigationTask time, 0
92433,ERROR,GNSSTask,GNSS checkUblox time, 2
92433,ERROR,GNSSTask,GNSSTask time, 2
92476,ERROR,ControlTask,ControlTask time, 0
92479,ERROR,NavTask,NavigationTask time, 0
92533,ERROR,GNSSTask,GNSS checkUblox time, 2
92533,ERROR,GNSSTask,GNSSTask time, 2
92576,ERROR,ControlTask,ControlTask time, 0
92579,ERROR,NavTask,NavigationTask time, 0
92633,ERROR,GNSSTask,GNSS checkUblox time, 2
92633,ERROR,GNSSTask,GNSSTask time, 2
92676,ERROR,ControlTask,ControlTask time, 0
92679,ERROR,NavTask,NavigationTask time, 0
92733,ERROR,GNSSTask,GNSS checkUblox time, 2
92733,ERROR,GNSSTask,GNSSTask time, 2
92776,ERROR,ControlTask,ControlTask time, 0
92779,ERROR,NavTask,NavigationTask time, 0
92833,ERROR,GNSSTask,GNSS checkUblox time, 2
92833,ERROR,GNSSTask,GNSSTask time, 2
92876,ERROR,ControlTask,ControlTask time, 0
92879,ERROR,NavTask,NavigationTask time, 0
92886,ERROR,GGATask,GGATask time, 6
92950,ERROR,GNSSTask,pushRawData time, 19
92951,ERROR,GNSSTask,GNSS checkUblox time, 1
92951,ERROR,GNSSTask,GNSSTask time, 20
92976,ERROR,ControlTask,ControlTask time, 0
92979,ERROR,NavTask,NavigationTask time, 0
93033,ERROR,GNSSTask,GNSS checkUblox time, 2
93033,ERROR,GNSSTask,GNSSTask time, 2
93076,ERROR,ControlTask,ControlTask time, 0
93079,ERROR,NavTask,NavigationTask time, 0
93133,ERROR,GNSSTask,GNSS checkUblox time, 2
93133,ERROR,GNSSTask,GNSSTask time, 2
93176,ERROR,ControlTask,ControlTask time, 0
93179,ERROR,NavTask,NavigationTask time, 0
93233,ERROR,GNSSTask,GNSS checkUblox time, 2
93233,ERROR,GNSSTask,GNSSTask time, 2
93276,ERROR,ControlTask,ControlTask time, 0
93279,ERROR,NavTask,NavigationTask time, 0
93333,ERROR,GNSSTask,GNSS checkUblox time, 2
93333,ERROR,GNSSTask,GNSSTask time, 2
93376,ERROR,ControlTask,ControlTask time, 0
93379,ERROR,NavTask,NavigationTask time, 0
93433,ERROR,GNSSTask,GNSS checkUblox time, 2
93433,ERROR,GNSSTask,GNSSTask time, 2
93476,ERROR,ControlTask,ControlTask time, 0
93479,ERROR,NavTask,NavigationTask time, 0
93533,ERROR,GNSSTask,GNSS checkUblox time, 2
93533,ERROR,GNSSTask,GNSSTask time, 2
93576,ERROR,ControlTask,ControlTask time, 0
93579,ERROR,NavTask,NavigationTask time, 0
93652,ERROR,GNSSTask,pushRawData time, 21
93653,ERROR,GNSSTask,GNSS checkUblox time, 1
93653,ERROR,GNSSTask,GNSSTask time, 22
93676,ERROR,ControlTask,ControlTask time, 0
93679,ERROR,NavTask,NavigationTask time, 0
93733,ERROR,GNSSTask,GNSS checkUblox time, 2
93733,ERROR,GNSSTask,GNSSTask time, 2
93776,ERROR,ControlTask,ControlTask time, 0
93779,ERROR,NavTask,NavigationTask time, 0
93833,ERROR,GNSSTask,GNSS checkUblox time, 2
93833,ERROR,GNSSTask,GNSSTask time, 2
93876,ERROR,ControlTask,ControlTask time, 0
93879,ERROR,NavTask,NavigationTask time, 0
93886,ERROR,GGATask,GGATask time, 6
93933,ERROR,GNSSTask,GNSS checkUblox time, 2
93933,ERROR,GNSSTask,GNSSTask time, 2
93976,ERROR,ControlTask,ControlTask time, 0
93979,ERROR,NavTask,NavigationTask time, 0
94033,ERROR,GNSSTask,GNSS checkUblox time, 2
94033,ERROR,GNSSTask,GNSSTask time, 2
94076,ERROR,ControlTask,ControlTask time, 0
94079,ERROR,NavTask,NavigationTask time, 0
94133,ERROR,GNSSTask,GNSS checkUblox time, 2
94133,ERROR,GNSSTask,GNSSTask time, 2
94176,ERROR,ControlTask,ControlTask time, 0
94179,ERROR,NavTask,NavigationTask time, 0
94233,ERROR,GNSSTask,GNSS checkUblox time, 2
94233,ERROR,GNSSTask,GNSSTask time, 2
94276,ERROR,ControlTask,ControlTask time, 0
94279,ERROR,NavTask,NavigationTask time, 0
94333,ERROR,GNSSTask,GNSS checkUblox time, 2
94333,ERROR,GNSSTask,GNSSTask time, 2
94376,ERROR,ControlTask,ControlTask time, 0
94379,ERROR,NavTask,NavigationTask time, 0
94433,ERROR,GNSSTask,GNSS checkUblox time, 2
94433,ERROR,GNSSTask,GNSSTask time, 2
94476,ERROR,ControlTask,ControlTask time, 0
94479,ERROR,NavTask,NavigationTask time, 0
94533,ERROR,GNSSTask,GNSS checkUblox time, 2
94533,ERROR,GNSSTask,GNSSTask time, 2
94576,ERROR,ControlTask,ControlTask time, 0
94579,ERROR,NavTask,NavigationTask time, 0
