
----- New Logging Session Started -----
Timestamp,Level,Task,Message
1972,ERROR,loopTask,SYSTEM RESTART DETECTED - this message should appear only once after power-up
1972,DEBUG,loopTask,Connecting to WiFi network: Galaxy XCover FieldPro8858
126477,NAV,NavTask,currentWaypoint, totalWaypoints, followingWaypoints, 4, 5, 1
126478,NAV,NavTask,Last waypoint reached, looping back
126849,DEBUG,WebSocketTask,sendGPSData time, 6
126917,DEBUG,GNSSTask,pushRawData time, 5
126975,NAV,ControlTask,ControlTask data, 42.6371117, -72.7291336, 0.34, 220.8
127354,DEBUG,WebSocketTask,sendGPSData time, 1
127525,NAV,ControlTask,ControlTask data, 42.6371078, -72.7291412, 0.33, 248.5
127855,DEBUG,WebSocketTask,sendGPSData time, 1
127921,DEBUG,GNSSTask,pushRawData time, 5
128075,NAV,ControlTask,ControlTask data, 42.6371078, -72.7291412, 0.38, 233.6
128367,DEBUG,WebSocketTask,sendGPSData time, 3
128625,NAV,ControlTask,ControlTask data, 42.6371078, -72.7291412, 0.15, 222.8
128863,DEBUG,WebSocketTask,sendGPSData time, 1
128917,DEBUG,GNSSTask,pushRawData time, 5
129175,NAV,ControlTask,ControlTask data, 42.6371078, -72.7291412, 0.33, 238.6
129367,DEBUG,WebSocketTask,sendGPSData time, 1
129725,NAV,ControlTask,ControlTask data, 42.6371078, -72.7291489, 0.33, 217.7
129876,DEBUG,WebSocketTask,sendGPSData time, 3
129920,DEBUG,GNSSTask,pushRawData time, 4
130275,NAV,ControlTask,ControlTask data, 42.6371040, -72.7291489, 0.28, 193.8
130353,DEBUG,GNSSTask,pushRawData time, 18
130384,DEBUG,WebSocketTask,sendGPSData time, 2
130434,DEBUG,GNSSTask,pushRawData time, 8
130504,DEBUG,GNSSTask,pushRawData time, 1
130825,NAV,ControlTask,ControlTask data, 42.6371040, -72.7291489, 0.01, 212.0
130887,DEBUG,WebSocketTask,sendGPSData time, 1
131031,DEBUG,GNSSTask,pushRawData time, 7
131375,NAV,ControlTask,ControlTask data, 42.6371040, -72.7291489, 0.21, 342.4
131390,DEBUG,WebSocketTask,sendGPSData time, 2
131898,DEBUG,WebSocketTask,sendGPSData time, 1
131925,NAV,ControlTask,ControlTask data, 42.6371040, -72.7291489, 0.09, 73.5
132017,DEBUG,GNSSTask,pushRawData time, 5
132402,DEBUG,WebSocketTask,sendGPSData time, 1
132475,NAV,ControlTask,ControlTask data, 42.6371040, -72.7291489, 0.04, 89.7
132910,DEBUG,WebSocketTask,sendGPSData time, 4
133021,DEBUG,GNSSTask,pushRawData time, 6
133025,NAV,ControlTask,ControlTask data, 42.6371040, -72.7291489, 0.03, 89.7
133411,DEBUG,WebSocketTask,sendGPSData time, 1
133575,NAV,ControlTask,ControlTask data, 42.6371040, -72.7291489, 0.01, 89.7
133912,DEBUG,WebSocketTask,sendGPSData time, 1
134017,DEBUG,GNSSTask,pushRawData time, 5
134125,NAV,ControlTask,ControlTask data, 42.6371040, -72.7291489, 0.01, 89.7
134419,DEBUG,WebSocketTask,sendGPSData time, 6
134675,NAV,ControlTask,ControlTask data, 42.6371040, -72.7291489, 0.04, 89.7
134920,DEBUG,GNSSTask,pushRawData time, 4
134923,DEBUG,WebSocketTask,sendGPSData time, 1
135225,NAV,ControlTask,ControlTask data, 42.6371040, -72.7291489, 0.45, 356.0
135430,DEBUG,WebSocketTask,sendGPSData time, 5
135775,NAV,ControlTask,ControlTask data, 42.6371040, -72.7291489, 0.66, 28.2
135918,DEBUG,GNSSTask,pushRawData time, 5
135929,DEBUG,WebSocketTask,sendGPSData time, 1
136325,NAV,ControlTask,ControlTask data, 42.6371078, -72.7291412, 0.33, 15.9
136434,DEBUG,WebSocketTask,sendGPSData time, 1
136875,NAV,ControlTask,ControlTask data, 42.6371117, -72.7291412, 0.26, 31.9
136920,DEBUG,GNSSTask,pushRawData time, 4
136941,DEBUG,WebSocketTask,sendGPSData time, 1
137425,NAV,ControlTask,ControlTask data, 42.6371117, -72.7291412, 0.68, 45.2
137450,DEBUG,WebSocketTask,sendGPSData time, 1
137959,DEBUG,WebSocketTask,sendGPSData time, 1
137975,NAV,ControlTask,ControlTask data, 42.6371155, -72.7291336, 0.43, 56.8
138021,DEBUG,GNSSTask,pushRawData time, 6
138465,DEBUG,WebSocketTask,sendGPSData time, 1
138525,NAV,ControlTask,ControlTask data, 42.6371155, -72.7291336, 0.15, 356.8
138821,DEBUG,GNSSTask,pushRawData time, 5
138968,DEBUG,WebSocketTask,sendGPSData time, 2
139075,NAV,ControlTask,ControlTask data, 42.6371193, -72.7291336, 0.28, 312.6
139476,DEBUG,WebSocketTask,sendGPSData time, 2
139625,NAV,ControlTask,ControlTask data, 42.6371193, -72.7291336, 0.15, 298.4
139983,DEBUG,WebSocketTask,sendGPSData time, 1
140020,DEBUG,GNSSTask,pushRawData time, 5
140175,NAV,ControlTask,ControlTask data, 42.6371193, -72.7291336, 0.17, 317.6
140485,DEBUG,WebSocketTask,sendGPSData time, 1
140725,NAV,ControlTask,ControlTask data, 42.6371231, -72.7291336, 0.56, 339.2
140820,DEBUG,GNSSTask,pushRawData time, 5
140995,DEBUG,WebSocketTask,sendGPSData time, 1
141275,NAV,ControlTask,ControlTask data, 42.6371231, -72.7291336, 0.71, 328.1
141499,DEBUG,WebSocketTask,sendGPSData time, 1
141825,NAV,ControlTask,ControlTask data, 42.6371269, -72.7291412, 0.49, 324.9
141996,DEBUG,WebSocketTask,sendGPSData time, 1
142019,DEBUG,GNSSTask,pushRawData time, 5
142375,NAV,ControlTask,ControlTask data, 42.6371307, -72.7291412, 0.62, 343.2
142498,DEBUG,WebSocketTask,sendGPSData time, 1
142923,DEBUG,GNSSTask,pushRawData time, 5
142925,NAV,ControlTask,ControlTask data, 42.6371346, -72.7291412, 0.68, 354.5
142999,DEBUG,WebSocketTask,sendGPSData time, 1
143475,NAV,ControlTask,ControlTask data, 42.6371384, -72.7291412, 0.78, 344.4
143509,DEBUG,WebSocketTask,sendGPSData time, 2
143917,DEBUG,GNSSTask,pushRawData time, 5
144013,DEBUG,WebSocketTask,sendGPSData time, 1
144025,NAV,ControlTask,ControlTask data, 42.6371422, -72.7291412, 0.37, 9.5
144519,DEBUG,WebSocketTask,sendGPSData time, 1
144575,NAV,ControlTask,ControlTask data, 42.6371422, -72.7291412, 0.26, 8.1
144819,DEBUG,GNSSTask,pushRawData time, 5
145022,DEBUG,WebSocketTask,sendGPSData time, 1
145125,NAV,ControlTask,ControlTask data, 42.6371460, -72.7291412, 0.38, 354.3
145531,DEBUG,WebSocketTask,sendGPSData time, 1
145675,NAV,ControlTask,ControlTask data, 42.6371460, -72.7291412, 0.33, 339.2
146019,DEBUG,GNSSTask,pushRawData time, 5
146039,DEBUG,WebSocketTask,sendGPSData time, 8
146077,NAV,NavTask,wp reached, 1.89
146077,DEBUG,NavTask,handleWaypointReached
146077,NAV,NavTask,currentWaypoint, totalWaypoints, followingWaypoints, 0, 5, 1
146177,NAV,NavTask,wp reached, 0.38
146178,DEBUG,NavTask,handleWaypointReached
146178,NAV,NavTask,currentWaypoint, totalWaypoints, followingWaypoints, 1, 5, 1
146225,NAV,ControlTask,ControlTask data, 42.6371498, -72.7291412, 0.66, 340.4
146537,DEBUG,WebSocketTask,sendGPSData time, 1
146775,NAV,ControlTask,ControlTask data, 42.6371498, -72.7291489, 0.50, 354.3
147021,DEBUG,GNSSTask,pushRawData time, 5
147043,DEBUG,WebSocketTask,sendGPSData time, 1
147325,NAV,ControlTask,ControlTask data, 42.6371536, -72.7291412, 0.61, 1.4
147553,DEBUG,WebSocketTask,sendGPSData time, 1
147875,NAV,ControlTask,ControlTask data, 42.6371574, -72.7291412, 0.74, 19.2
148020,DEBUG,GNSSTask,pushRawData time, 5
148060,DEBUG,WebSocketTask,sendGPSData time, 1
148425,NAV,ControlTask,ControlTask data, 42.6371651, -72.7291489, 0.53, 65.7
148569,DEBUG,WebSocketTask,sendGPSData time, 1
148975,NAV,ControlTask,ControlTask data, 42.6371651, -72.7291412, 0.69, 76.2
149021,DEBUG,GNSSTask,pushRawData time, 5
149076,DEBUG,WebSocketTask,sendGPSData time, 1
149525,NAV,ControlTask,ControlTask data, 42.6371651, -72.7291412, 0.46, 125.7
149576,DEBUG,WebSocketTask,sendGPSData time, 1
149918,DEBUG,GNSSTask,pushRawData time, 5
150075,NAV,ControlTask,ControlTask data, 42.6371651, -72.7291412, 0.61, 223.3
150076,DEBUG,WebSocketTask,sendGPSData time, 1
150588,DEBUG,WebSocketTask,sendGPSData time, 1
150625,NAV,ControlTask,ControlTask data, 42.6371613, -72.7291489, 0.68, 223.9
150922,DEBUG,GNSSTask,pushRawData time, 5
151085,DEBUG,WebSocketTask,sendGPSData time, 1
151175,NAV,ControlTask,ControlTask data, 42.6371613, -72.7291489, 0.58, 192.9
151594,DEBUG,WebSocketTask,sendGPSData time, 1
151725,NAV,ControlTask,ControlTask data, 42.6371574, -72.7291489, 0.60, 189.2
151918,DEBUG,GNSSTask,pushRawData time, 5
152099,DEBUG,WebSocketTask,sendGPSData time, 1
152275,NAV,ControlTask,ControlTask data, 42.6371536, -72.7291489, 0.60, 152.5
152606,DEBUG,WebSocketTask,sendGPSData time, 1
152825,NAV,ControlTask,ControlTask data, 42.6371498, -72.7291489, 0.47, 152.4
152923,DEBUG,GNSSTask,pushRawData time, 5
153109,DEBUG,WebSocketTask,sendGPSData time, 2
153375,NAV,ControlTask,ControlTask data, 42.6371498, -72.7291489, 0.57, 162.4
153609,DEBUG,WebSocketTask,sendGPSData time, 1
153777,NAV,NavTask,wp reached, 1.90
153777,DEBUG,NavTask,handleWaypointReached
153778,NAV,NavTask,currentWaypoint, totalWaypoints, followingWaypoints, 2, 5, 1
153918,DEBUG,GNSSTask,pushRawData time, 5
153925,NAV,ControlTask,ControlTask data, 42.6371460, -72.7291412, 0.97, 176.4
154116,DEBUG,WebSocketTask,sendGPSData time, 1
154475,NAV,ControlTask,ControlTask data, 42.6371422, -72.7291412, 0.72, 175.0
154620,DEBUG,WebSocketTask,sendGPSData time, 1
154819,DEBUG,GNSSTask,pushRawData time, 4
155025,NAV,ControlTask,ControlTask data, 42.6371384, -72.7291412, 0.84, 157.4
155122,DEBUG,WebSocketTask,sendGPSData time, 2
155575,NAV,ControlTask,ControlTask data, 42.6371346, -72.7291412, 0.64, 176.5
155630,DEBUG,WebSocketTask,sendGPSData time, 1
156019,DEBUG,GNSSTask,pushRawData time, 5
156125,NAV,ControlTask,ControlTask data, 42.6371307, -72.7291412, 0.58, 166.9
156133,DEBUG,WebSocketTask,sendGPSData time, 3
156477,NAV,NavTask,wp reached, 1.98
156477,DEBUG,NavTask,handleWaypointReached
156477,NAV,NavTask,currentWaypoint, totalWaypoints, followingWaypoints, 3, 5, 1
156639,DEBUG,WebSocketTask,sendGPSData time, 1
156675,NAV,ControlTask,ControlTask data, 42.6371269, -72.7291412, 0.63, 147.2
156721,DEBUG,GNSSTask,pushRawData time, 5
157143,DEBUG,WebSocketTask,sendGPSData time, 1
157225,NAV,ControlTask,ControlTask data, 42.6371231, -72.7291336, 0.63, 148.2
157651,DEBUG,WebSocketTask,sendGPSData time, 1
157775,NAV,ControlTask,ControlTask data, 42.6371231, -72.7291336, 0.76, 152.9
157820,DEBUG,GNSSTask,pushRawData time, 5
158162,DEBUG,WebSocketTask,sendGPSData time, 5
158325,NAV,ControlTask,ControlTask data, 42.6371193, -72.7291336, 0.60, 188.8
158669,DEBUG,WebSocketTask,sendGPSData time, 3
158721,DEBUG,GNSSTask,pushRawData time, 5
158875,NAV,ControlTask,ControlTask data, 42.6371155, -72.7291336, 0.70, 188.2
159167,DEBUG,WebSocketTask,sendGPSData time, 1
159177,NAV,NavTask,wp reached, 1.60
159178,DEBUG,NavTask,handleWaypointReached
159178,NAV,NavTask,currentWaypoint, totalWaypoints, followingWaypoints, 4, 5, 1
159178,NAV,NavTask,Last waypoint reached, looping back
159425,NAV,ControlTask,ControlTask data, 42.6371155, -72.7291412, 0.70, 212.5
159676,DEBUG,WebSocketTask,sendGPSData time, 1
159918,DEBUG,GNSSTask,pushRawData time, 5
159975,NAV,ControlTask,ControlTask data, 42.6371117, -72.7291412, 0.29, 235.0
160199,DEBUG,WebSocketTask,sendGPSData time, 19
160244,DEBUG,GNSSTask,pushRawData time, 9
160340,DEBUG,GNSSTask,pushRawData time, 8
160404,DEBUG,GNSSTask,pushRawData time, 2
160525,NAV,ControlTask,ControlTask data, 42.6371117, -72.7291489, 0.38, 219.1
160688,DEBUG,WebSocketTask,sendGPSData time, 3
160726,DEBUG,GNSSTask,pushRawData time, 6
160902,DEBUG,GNSSTask,pushRawData time, 2
161075,NAV,ControlTask,ControlTask data, 42.6371117, -72.7291489, 0.40, 238.5
161195,DEBUG,WebSocketTask,sendGPSData time, 1
161625,NAV,ControlTask,ControlTask data, 42.6371117, -72.7291489, 0.26, 224.1
161704,DEBUG,WebSocketTask,sendGPSData time, 1
161851,NAV,async_tcp,WebSocket received autonomous command, stop
161852,NAV,async_tcp,Stop command received
161877,NAV,NavTask,processNavigationCommand, 1
161877,NAV,NavTask,NAV_CMD_STOP, 1, 0
161877,NAV,NavTask,isActive or lastActive chg, 0, 0
161918,DEBUG,GNSSTask,pushRawData time, 5
161925,NAV,ControlTask,ControlTask state chg, 0, 0
162207,DEBUG,WebSocketTask,sendGPSData time, 1
162716,DEBUG,WebSocketTask,sendGPSData time, 2
162823,DEBUG,GNSSTask,pushRawData time, 5
163221,DEBUG,WebSocketTask,sendGPSData time, 1
163732,DEBUG,WebSocketTask,sendGPSData time, 1
163818,DEBUG,GNSSTask,pushRawData time, 5
164235,DEBUG,WebSocketTask,sendGPSData time, 1
164736,DEBUG,WebSocketTask,sendGPSData time, 0
164820,DEBUG,GNSSTask,pushRawData time, 5
165243,DEBUG,WebSocketTask,sendGPSData time, 1
165745,DEBUG,WebSocketTask,sendGPSData time, 1
165918,DEBUG,GNSSTask,pushRawData time, 5
166247,DEBUG,WebSocketTask,sendGPSData time, 1
